_OIB_ _k_ Model Estimate tValue CLASSVAR_GRP spreadgrp
oibtrd 10 FFAlpha 0.005019 1.98 NA NA
oibtrd 10 RawReturn 0.006218 2.30 NA NA
oibtrd 12 FFAlpha 0.005879 1.72 NA NA
oibtrd 12 RawReturn 0.006923 2.29 NA NA
oibtrd 1 FFAlpha 0.000476 0.27 small LOW
oibtrd 2 FFAlpha 0.002055 0.75 small LOW
oibtrd 4 FFAlpha 0.000813 0.15 small LOW
oibtrd 6 FFAlpha 0.002068 0.28 small LOW
oibtrd 8 FFAlpha 0.005403 0.65 small LOW
oibtrd 10 FFAlpha 0.008944 0.90 small LOW
oibtrd 12 FFAlpha 0.0136 1.31 small LOW
oibtrd 1 FFAlpha 0.001168 1.32 medium LOW
oibtrd 2 FFAlpha 0.000523 0.35 medium LOW
oibtrd 4 FFAlpha 0.000709 0.25 medium LOW
oibtrd 6 FFAlpha 0.0000571 0.01 medium LOW
oibtrd 8 FFAlpha -0.001606 -0.38 medium LOW
oibtrd 10 FFAlpha -0.005713 -1.14 medium LOW
oibtrd 12 FFAlpha -0.007790 -1.38 medium LOW
oibtrd 1 FFAlpha 0.000491 0.74 big LOW
oibtrd 2 FFAlpha 0.000761 0.62 big LOW
oibtrd 4 FFAlpha 0.001120 0.72 big LOW
oibtrd 6 FFAlpha 0.001926 1.00 big LOW
oibtrd 8 FFAlpha 0.003302 1.06 big LOW
oibtrd 10 FFAlpha 0.002385 0.55 big LOW
oibtrd 12 FFAlpha 0.002824 0.54 big LOW
oibtrd 1 FFAlpha 0.000284 0.44 NA LOW
oibtrd 1 RawReturn 0.000180 0.29 NA LOW
oibtrd 2 FFAlpha 0.0000917 0.08 NA LOW
oibtrd 2 RawReturn 0.000162 0.13 NA LOW
oibtrd 4 FFAlpha 0.000249 0.17 NA LOW
oibtrd 4 RawReturn -0.000167 -0.11 NA LOW
oibtrd 6 FFAlpha 0.001786 0.98 NA LOW
oibtrd 6 RawReturn 0.000392 0.18 NA LOW
oibtrd 8 FFAlpha 0.003182 1.06 NA LOW
oibtrd 8 RawReturn 0.000717 0.24 NA LOW
oibtrd 10 FFAlpha 0.002340 0.59 NA LOW
oibtrd 10 RawReturn -0.000770 -0.20 NA LOW
oibtrd 12 FFAlpha 0.002993 0.60 NA LOW
oibtrd 12 RawReturn -0.001541 -0.38 NA LOW
oibtrd 1 FFAlpha 0.003616 6.76 small HIGH
oibtrd 2 FFAlpha 0.005581 5.78 small HIGH
oibtrd 4 FFAlpha 0.007815 5.58 small HIGH
oibtrd 6 FFAlpha 0.009276 4.65 small HIGH
oibtrd 8 FFAlpha 0.0112 5.27 small HIGH
oibtrd 10 FFAlpha 0.0107 3.55 small HIGH
oibtrd 12 FFAlpha 0.0113 3.09 small HIGH
oibtrd 1 FFAlpha 0.001475 4.44 medium HIGH
oibtrd 2 FFAlpha 0.002461 4.07 medium HIGH
oibtrd 4 FFAlpha 0.003788 3.84 medium HIGH
oibtrd 6 FFAlpha 0.004790 4.10 medium HIGH
oibtrd 8 FFAlpha 0.005291 3.83 medium HIGH
oibtrd 10 FFAlpha 0.004779 2.60 medium HIGH
oibtrd 12 FFAlpha 0.003688 1.86 medium HIGH
oibtrd 1 FFAlpha 0.0000708 0.20 big HIGH
oibtrd 2 FFAlpha 0.000830 1.36 big HIGH
oibtrd 4 FFAlpha 0.002082 1.73 big HIGH
oibtrd 6 FFAlpha 0.002784 1.85 big HIGH
oibtrd 8 FFAlpha 0.003417 1.64 big HIGH
oibtrd 10 FFAlpha 0.002827 1.10 big HIGH
oibtrd 12 FFAlpha 0.002939 0.91 big HIGH
oibtrd 1 FFAlpha 0.000353 0.98 NA HIGH
oibtrd 1 RawReturn 0.000611 1.61 NA HIGH
oibtrd 2 FFAlpha 0.001327 2.01 NA HIGH
oibtrd 2 RawReturn 0.001697 2.28 NA HIGH
oibtrd 4 FFAlpha 0.003060 2.44 NA HIGH
oibtrd 4 RawReturn 0.003931 2.71 NA HIGH
oibtrd 6 FFAlpha 0.004724 3.14 NA HIGH
oibtrd 6 RawReturn 0.006341 3.13 NA HIGH
oibtrd 8 FFAlpha 0.005826 2.80 NA HIGH
oibtrd 8 RawReturn 0.007870 3.12 NA HIGH
oibtrd 10 FFAlpha 0.005162 2.02 NA HIGH
oibtrd 10 RawReturn 0.008260 2.71 NA HIGH
oibtrd 12 FFAlpha 0.005436 1.71 NA HIGH
oibtrd 12 RawReturn 0.009190 2.72 NA HIGH
