_OIB_ _k_ Model Estimate tValue CLASSVAR_GRP spreadgrp
oibtrd 2 FFAlpha -0.009549 -1.07 small LOW
oibtrd 4 FFAlpha -0.0110 -0.73 small LOW
oibtrd 6 FFAlpha -0.003980 -0.33 small LOW
oibtrd 8 FFAlpha 0.007646 I small LOW
oibtrd 10 FFAlpha 0.0170 3.75 small LOW
oibtrd 12 FFAlpha 0.0208 3.79 small LOW
oibtrd 1 FFAlpha 0.001667 0.33 medium LOW
oibtrd 2 FFAlpha 0.0127 1.27 medium LOW
oibtrd 4 FFAlpha 0.0361 1.84 medium LOW
oibtrd 6 FFAlpha 0.0396 1.15 medium LOW
oibtrd 8 FFAlpha 0.0564 1.79 medium LOW
oibtrd 10 FFAlpha 0.0887 5.35 medium LOW
oibtrd 12 FFAlpha 0.0749 3.03 medium LOW
oibtrd 1 FFAlpha -0.005793 -1.42 big LOW
oibtrd 2 FFAlpha -0.008546 -1.18 big LOW
oibtrd 4 FFAlpha -0.0132 -0.89 big LOW
oibtrd 6 FFAlpha 0.005201 0.18 big LOW
oibtrd 8 FFAlpha 0.0156 0.39 big LOW
oibtrd 10 FFAlpha 0.0275 0.53 big LOW
oibtrd 12 FFAlpha 0.0262 0.48 big LOW
oibtrd 1 FFAlpha -0.001673 -0.40 NA LOW
oibtrd 1 RawReturn -0.002664 -0.65 NA LOW
oibtrd 2 FFAlpha -0.005807 -0.74 NA LOW
oibtrd 2 RawReturn -0.006099 -0.71 NA LOW
oibtrd 4 FFAlpha -0.0108 -0.78 NA LOW
oibtrd 4 RawReturn -0.009568 -0.52 NA LOW
oibtrd 6 FFAlpha -0.004818 -0.24 NA LOW
oibtrd 6 RawReturn -0.0121 -0.45 NA LOW
oibtrd 8 FFAlpha -0.000797 -0.03 NA LOW
oibtrd 8 RawReturn -0.0205 -0.69 NA LOW
oibtrd 10 FFAlpha 0.007819 0.27 NA LOW
oibtrd 10 RawReturn -0.0307 -0.98 NA LOW
oibtrd 12 FFAlpha 0.006823 0.20 NA LOW
oibtrd 12 RawReturn -0.0429 -1.22 NA LOW
oibtrd 1 FFAlpha 0.006931 3.29 small HIGH
oibtrd 2 FFAlpha 0.0137 3.63 small HIGH
oibtrd 4 FFAlpha 0.0293 2.42 small HIGH
oibtrd 6 FFAlpha 0.0487 2.53 small HIGH
oibtrd 8 FFAlpha 0.0696 4.64 small HIGH
oibtrd 10 FFAlpha 0.0802 6.41 small HIGH
oibtrd 12 FFAlpha 0.0756 10.08 small HIGH
oibtrd 1 FFAlpha -0.001349 -0.81 medium HIGH
oibtrd 2 FFAlpha -0.000787 -0.27 medium HIGH
oibtrd 4 FFAlpha -0.004506 -0.86 medium HIGH
oibtrd 6 FFAlpha -0.0123 -1.70 medium HIGH
oibtrd 8 FFAlpha -0.0149 -2.20 medium HIGH
oibtrd 10 FFAlpha -0.0195 -2.13 medium HIGH
oibtrd 12 FFAlpha -0.0330 -6.63 medium HIGH
oibtrd 1 FFAlpha -0.001991 -0.99 big HIGH
oibtrd 2 FFAlpha -0.004811 -1.39 big HIGH
oibtrd 4 FFAlpha -0.0128 -2.12 big HIGH
oibtrd 6 FFAlpha -0.0157 -3.63 big HIGH
oibtrd 8 FFAlpha -0.0210 -3.53 big HIGH
oibtrd 10 FFAlpha -0.0283 -3.53 big HIGH
oibtrd 12 FFAlpha -0.0286 -3.03 big HIGH
oibtrd 1 FFAlpha -0.001231 -0.66 NA HIGH
oibtrd 1 RawReturn -0.000901 -0.48 NA HIGH
oibtrd 2 FFAlpha -0.003830 -1.32 NA HIGH
oibtrd 2 RawReturn -0.003898 -1.42 NA HIGH
oibtrd 4 FFAlpha -0.0108 -2.05 NA HIGH
oibtrd 4 RawReturn -0.0104 -2.30 NA HIGH
oibtrd 6 FFAlpha -0.0146 -3.15 NA HIGH
oibtrd 6 RawReturn -0.0144 -2.45 NA HIGH
oibtrd 8 FFAlpha -0.0216 -4.10 NA HIGH
oibtrd 8 RawReturn -0.0205 -2.52 NA HIGH
oibtrd 10 FFAlpha -0.0288 -3.94 NA HIGH
oibtrd 10 RawReturn -0.0206 -2.09 NA HIGH
oibtrd 12 FFAlpha -0.0305 -3.25 NA HIGH
oibtrd 12 RawReturn -0.0247 -1.89 NA HIGH
